pm,src,dst
5908,25531139,25531157
5909,250634534,25531139
5910,25531137,25531138
5911,250634455,25531136
5912,25531134,25531135
5913,25531134,101026302
5914,1833010843,25531129
5915,25531117,3258739137
5916,3258739137,25531118
5917,25531117,25531119
5918,25531121,25531116
5919,250637364,25531122
5920,25531122,250637364
5921,1838956113,250637505
3593,25531125,1833026268
3594,255244404,255244405
5922,255244399,255244404
5923,2208138716,2208138714
5924,292692026,31066728
5925,1833010785,25531131
3644,25531131,25531132
3645,25531129,25531130
5926,1833030576,25531119
3775,25531125,2507776621
3776,1838956113,250637505
3756,2208138760,2208138756
10550,2208138744,2208138743
5927,3894281248,109900045
5928,1297228557,3250033444
5929,101022360,25531139
5930,307998736,101022360
5931,101029926,25531137
5932,1833010724,1833010818
5933,101029011,25531134
5934,101010584,25531118
5935,1833026284,25531117
5936,100983398,25531116
5937,100971575,250637505
5938,242851289,3259724318
5939,250637486,324490010
5940,64949580,255244409
5941,114124738,2208138714
5942,1833058039,8783677556
10552,243533493,243533152
10553,255244411,64949298
10555,64944200,244202380
10556,2208138736,2208138732
10554,114124842,114124827
10558,2208138747,2208138744
10557,64944207,64944209
10559,64944203,6329079859
10721,64949580,255244409
10701,101013605,25531157
10702,250634534,25531139
10707,25531136,250634455
10716,101026150,25531132
10724,1833010843,25531129
10725,3258739137,25531118
10732,25531119,1833030576
10733,25531116,25531121
10735,1838956113,250637505
10736,25531125,2507776621
10734,1838956113,250637505
10731,25531117,25531119
10726,25531117,3258739137
10722,25531129,25531130
10718,1833010785,25531131
10715,25531134,101026302
10710,25531135,25531134
10705,25531137,25531138
5943,287009297,292692031
3528,114124261,114123521
5944,250637508,1838956113
5945,250637495,1833026270
5946,1833010747,1833010785
10005,25531129,25531130
10006,1377849342,25531129
10003,25531119,1833030576
10004,25531119,1833030576
10007,2208138732,1607125087
10008,64944198,114124878
5947,100981319,100974949
5948,3259658549,100974949
5949,3259658548,21716256
5950,3259658548,25375365
5951,601216385,3259658529
5952,3259658526,25375366
5953,3259658526,25375367
10717,3259658529,21716256
5955,1602144752,307487260
5956,101215480,351642184
5957,1325487075,24969170
5958,976633510,307486285
5959,3274845880,1325486928
5960,352653716,1325486928
5961,24968093,24968034
5962,4427581219,4427581230
5963,21716256,2455932901
5964,1602150570,25375367
5965,100967166,25375366
5966,352655675,24969182
5967,4546169966,20962932
5968,1811010970,20962947
5969,1811010970,8300402365
5970,20962911,25377752
5971,1325487062,3287499465
5972,1325486928,24969014
5973,4546169967,352653702
5974,352653990,25377752
3646,21067887,21067892
5975,21716256,1536618128
5976,25375367,601216385
5977,3259658510,3259658509
5978,2264739731,334541609
5979,2455932578,1608055889
5980,24969189,3259658488
5981,24969168,1325487087
5982,24969303,24968239
5983,352653702,352653716
5984,24968034,20962911
5985,31107231,3259661363
5986,3258301864,100967166
5987,100981269,100967166
5988,101215480,2455932571
5989,2455932561,101215435
3647,100981273,101215435
5990,101215436,101215435
5991,334542472,3259658510
5992,20962911,3259724306
5993,1250825987,1250825942
5999,3259658509,2455932578
10345,1602150570,1602150564
10344,3055036365,31066767
10343,307487421,4920069401
10342,307487421,31066900
10340,4882106707,64936442
10486,211195838,31066900
10341,1596099493,307487300
10348,4427581230,1988186847
10480,31066761,448918527
10481,448918527,31066761
10483,1833057964,31260445
10482,1833057964,6360566191
10485,31107294,31066761
10484,4920093686,4920093683
10695,4546169967,352653702
10697,352653702,352653716
10699,352653716,1325486928
10703,1325487075,24969170
10708,2455932578,1608055889
10711,2264739731,334541609
10720,100981319,100974949
10719,3259658548,21716256
10714,21716256,1536618128
10713,3259658526,25375366
10712,334542472,2455932632
10709,3259658510,3259658509
10706,101215480,351642184
10704,24969168,1325487087
10700,976633510,307486285
10698,24968093,24968034
10696,24968034,20962911
10723,1811010970,8300402365
5994,64949144,64949147
5995,3277380925,100981319
5996,31107161,601216385
5997,1536618094,101051650
5998,4894332804,2455932682
6000,3259658488,101215480
6001,2455932571,101215480
6002,2455932578,334542161
6003,24968239,976537449
6004,21993897,20962935
6005,1988186845,31107188
6006,31107161,31107187
6007,1811010970,20962947
6009,100954677,3317821927
6010,25925643,25925644
6011,285888298,3627673227
6012,100963152,100963154
6013,285886583,100963150
6014,3627673214,3627673212
6015,3390907321,100955655
6016,100963146,100963147
6017,100955661,100955662
6018,100955667,100955668
6019,1890257903,100958299
6020,1602183733,100963130
6021,100960617,100960618
6022,243522599,1602174368
6023,100960618,100960619
6024,100962509,2429671650
6025,100960635,100960636
3791,243533844,100962496
6026,254356696,100964044
6027,4109828588,25925644
6028,253115721,100963154
6029,1489535555,253115751
6030,219514152,100963148
6031,100955658,253116133
6032,219499387,100963132
6033,254354976,100960614
6034,219446569,253115710
6035,253624533,285886488
6036,219446567,253115511
6037,3608592164,243073897
10112,1671943134,1489535559
6038,282275767,3458925260
6039,253116003,253115966
6040,253115782,253115814
6041,25925976,3284347481
6042,253116038,253116133
6043,25925891,320597451
10110,1671943139,100963155
6044,100955664,100955665
6045,100963136,100963137
10111,100963151,219514161
10113,100963140,100963142
10115,100955663,100955664
10116,100963138,100963139
10114,100963139,219499395
10117,3627672990,100955667
10118,219499389,100963135
10120,100963134,100963135
10119,249286127,4977565625
10125,244450455,244450456
10124,114123616,100962499
10122,2429671397,100962515
10123,114122836,243523607
10121,100958299,100960613
10126,100960627,1602173231
10129,100955665,3627672990
10438,320597451,253115782
10128,100962504,1280750370
10127,1280750370,100962508
10168,100963155,100964044
10298,100954675,100954677
10440,249286118,254354356
10439,254356624,253115783
10437,253115814,253116005
10436,253116026,253116027
10435,100955658,253116133
10737,253115710,219446569
10738,100963151,219514161
6048,732658674,921800040
6050,3627672990,100955667
6051,249286127,4977565625
6052,100960618,254355635
6053,114122821,243522165
6054,114122836,243523607
6055,250841099,100960627
6056,100960627,100962509
6057,250841335,1602173231
6058,114123616,100962499
6059,254356687,253115721
6061,1489535532,253116133
6062,100964049,100964052
6063,100964057,100964059
6064,100954671,285911596
6065,100954669,100954671
6066,100964060,100964061
6067,100954666,3155007040
6068,100964069,100964071
6069,269978277,269978481
6070,270131248,270131863
6071,2027208868,100953975
6072,25962806,25962796
6073,2496701490,100964059
6074,27224654,285919467
6075,100953975,269958045
6076,100964064,285912229
6077,3216358575,26754595
6078,221342520,285912023
6079,270161794,285921244
6080,3158289383,1492770597
6081,100953982,1137265103
6082,25924821,25924831
6083,3244750796,286219087
6084,269965816,3167888705
6085,254972527,27224687
6086,270179884,26747737
6087,270187350,3158289375
6088,26747736,26754599
6089,285911950,27224687
6090,285913105,285912229
6091,8791403852,1217616417
6092,1217616417,100949835
6093,221296238,290829500
6094,290829705,290764929
6095,21473810,100941644
6096,8791350663,307789918
6097,26745179,270127881
3831,26745179,270127820
6098,26743900,270127820
6099,270161803,26743901
6100,100964047,100964048
10167,31026406,31026409
6101,254358937,100964056
6102,285909617,285909360
6103,285911800,254358937
10109,290829705,100946618
6111,1492770599,5554111092
3777,5543664857,285913136
6104,2821719994,290829705
6105,26743903,3613373158
6106,285911950,100964068
6107,100964060,285911429
3430,254356794,100964048
6109,285911950,27224687
3778,254972527,27224687
6110,285911950,221342520
6112,285912200,1492770599
9984,25925472,25962796
10009,100964069,100964071
10010,26754595,26754594
9857,2315311025,25962713
6113,1594628283,291944464
6114,1867542029,1867542036
6115,291944464,1594630246
6116,317744023,1867500949
6117,317744023,1867500949
6118,307643231,3273014178
6119,3273014178,317743843
6123,7825475124,7825475127
6121,1594594266,297915112
6122,307998006,1867542029
6455,306217172,307998006
6433,306217172,307998094
6124,307643334,1348309323
6125,2971286311,1593349579
6456,1209330206,1209330720
6454,1209330720,306217172
6453,1211291560,1211290231
6457,1209330323,307998410
6439,1211290258,1209330206
6463,1209330206,306217172
6120,1867542036,307997966
10750,1594628283,291944464
6126,1594628283,1595032248
6127,307998216,307998263
6128,355622475,355622483
3780,1596152287,8321093306
3781,263534933,263534934
6129,263534934,260288131
6130,7977610543,263534934
6131,29430234,260288131
6132,306528869,263534934
6465,1209330677,1211291560
6466,1211291604,1211291368
9927,2953113279,1594628283
9921,1867542036,1595032248
9945,1594639831,1867542045
9946,1849689859,1867542029
9948,1588573417,317744023
9947,352944808,1596152208
9951,1211291368,307998443
9950,907811063,1209330677
9953,7975005701,307997912
9954,307998094,7975005707
9955,25943481,25943489
6908,291944416,291944374
9949,291944373,1217616418
10749,25943987,25943365
10751,1867542036,1595032248
6133,1209332303,3046071477
6134,101058522,101058523
10306,3156570386,101060272
6136,101058521,101058522
6137,101060272,3160979696
3487,101041470,101058519
6138,101039859,101045460
6139,101047413,506090135
6140,101047414,100985138
6141,100970847,3495388359
6142,100982826,100970847
6143,1600263114,3439618635
6144,100974952,100971329
6185,101042483,101039859
6146,254337471,1325487241
6147,100983250,100985137
10302,101060271,3156570386
6148,100971065,100971067
6149,3168318569,3168318634
6150,100970845,100982827
10300,306528030,3153261713
6152,3154207725,503875139
6153,306528378,306527881
6154,254337471,1325487241
6155,101022527,3168420567
6156,1249997666,25377869
6157,3161628136,2065668373
6158,25377830,25377868
6159,259771423,4557846287
3648,259771430,3161628115
6160,25377868,101011049
6161,101023780,101023781
3649,805096219,100987236
6162,101039856,100986685
6163,100986683,3523190957
6164,100974954,100974955
6165,100974950,100974951
10301,306528033,3156446160
6166,3156570386,101058522
10308,101058520,3160979653
6167,100982825,100982826
6168,100982828,100967171
6169,100967352,100982828
6170,101023783,3260055596
6171,101010993,101040574
6172,101042212,101040575
6173,243074776,259802141
6174,1206348075,25377841
6175,25377827,1325487064
6176,25377773,25377778
6177,25377778,25377828
6178,25377767,259802140
10307,25377863,4557846390
10303,101060271,3156570386
10305,101058522,101058523
10304,3156570386,101060272
6135,101058521,101058522
10299,617250322,1209330447
6151,306528033,306528030
10455,3168420931,101023783
10447,101023782,101025028
10453,101040574,3260055603
10454,101040575,101010995
10448,101010995,3260055608
10452,101058515,101039858
10451,100986689,101042757
10450,100985137,101047413
10449,100985138,100970845
10445,2455932901,1600263114
10446,100981266,1600263114
6179,3160979653,101060272
6180,3260055603,101023783
6182,3260055596,101040574
6183,3260055615,101010995
6184,3260055608,101039858
6186,3260073275,100986689
6187,3260073274,101047413
6189,2455932913,2455932901
6190,3258301863,3258301879
6192,2920389754,25943323
3752,513908082,1838675986
6194,31407159,31407210
6195,31407540,1145859478
6196,31407529,316046729
6197,4551475673,31407535
6198,307531926,31407422
6199,316046642,1145918196
6200,1148862017,2537203311
6201,1148862017,2537203311
6202,316046438,306046849
6203,307532679,307532693
3695,307532285,306046851
3696,4565825711,3475056316
6204,307533527,352932710
6205,1147282521,31407234
3782,31407424,351542315
3783,31407377,31407489
6206,1838819876,31407135
6207,2060814045,6171205304
6208,307533398,316050041
6209,3363031224,316047017
6210,31407359,282990575
6211,307531983,316046497
6212,1352781271,8693744380
6923,306215763,2537217433
6213,351542315,4562669986
6930,307532695,307532693
6218,31407454,2393363178
6922,306046849,2537203293
6219,316046680,31407518
6220,1147280145,1147280146
6221,219356405,253625470
6222,253625470,219356405
6223,353021803,219356418
6224,219356418,353021803
6225,219356429,219356428
6226,219356428,219356429
6227,25931287,1015194307
6228,25931287,1015194307
6229,3578182194,282272078
6230,2918015558,221254528
6231,3733211364,25931156
6232,602167797,456731899
6233,456731909,25931190
6234,6661674435,88976864
6235,353028189,251564327
6236,353027798,251564810
6237,254320108,219453492
3508,254267100,25708735
10131,25708709,252935089
10132,25708700,21281930
6238,25931234,25931248
6239,4282195073,219423989
6240,220660217,25931285
6241,219511385,219511390
6242,100963144,219499396
6243,224165750,3327091394
6244,25931219,3733211350
6245,220672141,25931187
6246,249836805,251564308
3656,219463905,25708727
3657,21282205,252935908
6248,219499396,2422171924
6249,732658674,282272122
6250,219517984,7997601856
3658,456731901,25931206
6252,252104443,25708707
6253,219423989,25933277
6254,25931305,25931309
6255,221382417,60644302
3784,219463918,219458511
3785,219458511,220636914
6256,253114751,219356411
6257,253114554,253114523
6258,254357116,353005139
6259,253114554,253114523
6260,60644302,60644303
6261,457875667,4192321603
6262,219539074,60644296
6263,219489683,60644302
6264,4192216107,219462143
6272,254357166,253625552
6265,387774616,8198485438
6266,1138810055,8198485462
6267,251564811,1247496253
6268,251564314,353028127
6940,6670673042,219455664
6269,60644303,351647916
6270,351647916,251564830
6925,219458512,457875667
6924,60644296,60644299
6926,6389395344,252104443
6998,29749046,252104443
6999,29749030,3193698218
10138,219495154,3160412406
10140,3160412406,219495159
10144,221266289,8696522031
10142,25931156,1239298573
10143,219495159,3160412417
10141,219541160,219541163
10139,3733211364,25931156
10151,456731899,25931201
10152,456731929,456731909
10148,456737602,456731901
10150,1138853733,219406407
10147,456731926,456731944
10149,456731944,2260242289
6274,60644367,456731944
10169,219415362,220660217
10347,285886244,600189492
6271,1489535627,1489535622
10752,600189496,355164062
10346,253114690,353018007
10754,4282195073,219423989
10756,219423989,25933277
10755,220660217,25931285
10757,219415362,220660217
10679,522829712,254320084
10681,219455662,6670673042
6273,4282195073,219423989
10758,60644367,456731944
6275,219495154,3160412406
6276,219495141,224160334
6277,219537453,221404815
6278,220683633,219537453
6279,219463918,219458511
6280,251564321,251564324
6281,254267136,353027798
6282,353027801,251564821
6283,1247496008,254320108
6284,255933966,25708735
10146,59779598,253067533
6286,219446567,253622131
3659,25933233,25933302
6287,25933302,1744502829
6288,254996924,950736284
6289,253619440,1742815936
3660,253616704,254965466
6290,3605293545,253075392
6291,253075392,3605293545
9845,254358926,221342709
10759,254996525,254358643
6293,950736373,254358604
6294,3162633584,253112009
6295,254998560,3162630241
6296,253112008,3162630258
6297,3761290832,3761290834
6298,3761290827,3761290829
6299,253069461,25933352
6300,253075462,253075459
6301,253075451,254968745
9846,253075541,270187536
6302,31040865,31040867
6303,5736928875,254357254
6304,3163452720,25933274
6331,252152051,252155813
6305,253077454,1240306092
6306,253076277,1446667520
6307,253075713,3605293517
6308,2455933039,1744502845
6309,253069452,253069381
6310,253075456,252155841
6311,252157122,252155855
6312,254359084,253075462
6313,254996321,254358608
6314,253075531,263917164
6315,254359079,253075462
6316,253071563,253071593
6317,252160546,1236691123
6318,252160439,252160545
6319,252160438,308723717
6320,252160439,252160545
6321,252160546,1236691123
6322,253071568,253071569
6323,21474005,252159956
6324,252105696,252105698
9844,31040597,1137332566
10741,25933233,25933302
10744,254996924,950736284
10745,25933302,1744502829
10651,253067747,253067724
6325,4623552660,252160439
6327,254996240,254996327
6329,253067724,253067747
6330,252155855,252155856
6332,4518099286,29749540
6333,448161067,252695095
6334,249490999,448161065
6335,31508797,31508799
6336,251924353,252059197
6337,252754917,252756147
6338,29749545,252059028
6339,251912963,252754916
6340,29749562,29749565
6341,31508783,252096839
6342,255967035,29749572
6927,31508780,2536843826
9993,251956204,621903737
3832,30097697,30097698
6345,88054590,31503380
10540,255163388,571432744
9838,1687504614,250764491
9839,1689119977,252096846
6928,31508776,31508778
6929,252118862,1586284176
9969,251956204,621903737
6347,252059028,252059052
6348,251912963,29749546
6349,252755184,252754917
6350,252756207,31508796
6351,251924348,251924351
6352,251933686,249490966
6353,254205915,254206025
10001,255967035,29749572
10002,1586284176,1586284122
9994,21716407,254207583
10145,21716407,254207583
6344,621903737,392255281
6346,621903737,392255281
6355,25927413,98692014
6356,98692014,4570072344
6357,3538436542,2803333517
6358,2803333513,2803333517
6359,2803333508,2803333509
6360,98975242,2803360061
6361,4896207569,319775561
6362,1833010831,1833010671
6363,250633017,2803333517
6364,250633016,1838900153
6365,250633016,2803333517
6366,2803333516,2803333495
6367,25531116,242851191
6368,2803333516,2803333495
6369,1833026286,2803333495
6370,5615213226,3596266754
6378,2803223574,2803280965
6372,2803215924,250636359
6373,250636359,2803280976
6374,2803280977,250840524
6375,5676983713,2809407711
3786,2809407711,2809407713
6376,2809407713,250636361
6377,250636062,2803215936
6371,2803215939,2284775500
6379,2803215918,2803215922
6381,2284775485,25927519
6382,150340441,250636062
6383,4090389114,2809407713
3792,2803280985,2803280986
3793,1833010730,2803377405
6384,250841227,254355930
6385,1602183690,5676983713
6386,2803360062,2803377405
6967,244450456,2803082707
6387,2139877353,2803333513
10748,319775487,2794698789
6388,31260625,31066963
6389,31066963,31067017
6390,6071262326,31895052
6391,31895052,21472730
6392,25375457,20963116
6393,307485181,20963122
6394,1492770401,3220663545
6395,3220663545,20962900
6396,25530625,20962903
6397,20962903,20960687
6398,21991369,1597595625
6399,21991391,21992359
6400,21992359,568092807
6401,21992360,84905737
6402,84905791,84905786
6502,8009196824,88054489
6403,84905737,84905745
6404,20952912,2065668376
6405,31260293,24966920
6406,21992359,2066494762
6407,21991304,21991292
6408,21472177,4538284308
6409,20962903,20960713
6410,20960707,2005580994
6411,20960708,1228619944
10728,21525281,5091334769
3431,3220616799,20960707
3529,21994430,20960707
6413,20960707,3220616799
6414,21525281,5091334769
6415,21472178,5031920072
9865,21991227,21991728
3661,3220663545,20962900
10730,20960708,1228619944
10727,2654479468,21994430
10620,8009196824,88054489
10624,1298911728,8009196824
10623,5174896877,4545703348
10622,4545703348,8009196820
10621,88054489,8009196824
6416,84905799,84905822
6417,31067018,31067017
6418,25375456,25375457
6419,20962903,20960687
6495,20962919,25377785
6420,352944060,25377808
6421,25377806,25377789
6422,255148265,1837524154
6423,352946125,307997447
6424,307997451,560452348
6425,1168640290,292691414
6426,1168640225,27509826
6427,306102507,306212256
6428,27509518,1250622613
3804,814823718,27509569
3805,263859745,1168640001
6429,560452550,307997452
6430,307997446,255148259
6431,21067873,25377817
6432,21067879,21067881
6497,21067881,21067907
6496,25377785,1893962720
6434,352944097,2969074105
6435,353000878,6217489344
3812,2992362530,1837500638
6436,317744746,25377787
6437,1837500690,1837500600
6438,6217489344,353000878
6499,25377798,26347965
6498,3166971467,25377785
3810,25377785,352652348
3811,20953271,25377815
6440,1587306472,306217321
6441,255148280,1592672152
6442,3273014175,307997460
6443,306102576,565369112
6444,29430226,263859738
6445,316754666,1224507928
6446,1168639842,317566766
6447,263859739,1168640621
6448,1354800936,1168640644
6449,1168641156,316634784
6450,1168640859,615680252
6451,306102506,316634896
6452,7825475127,306264220
10352,292691407,316634653
10350,307535930,307535935
10349,306217729,1585540868
10353,316634724,316634705
10351,615680248,1168639709
10354,298014220,298014219
10355,27509826,306102507
6458,25377808,254505651
3833,255148190,306215105
6459,255148206,307997852
6460,255148207,255148200
10357,1250622873,306102506
10356,306102506,814823718
6461,25377795,255148265
6462,292691394,292691401
10671,2993811952,2992362531
10672,306217427,1837500636
10669,7825475127,306264220
10670,1593349252,1593349589
10673,301769979,306217211
10674,6217489338,1837500590
10675,1837500630,1837500637
10677,2993811950,317744683
10676,2992362529,8329012539
6464,352944060,25377808
6467,306217197,3068670141
3557,2424952617,20952942
6468,5046526244,20952917
6469,20952929,20952942
6470,20960688,20960693
6471,20960688,20960717
6472,20960688,20960717
6473,20960717,21991219
6474,20960709,20960688
6475,20960688,20960693
6476,21991220,21991728
6477,20960693,20960690
6478,20960693,20960690
6479,20963200,21525305
6480,20963207,20960690
6481,20960690,20960717
6482,1607123737,20952914
3760,5022518438,5022518434
6500,8627377421,2424952613
6501,84905697,84905701
10238,1298911476,5041755768
10241,21068671,5859722209
10240,4940361232,8380490155
10239,1298911476,5041755768
10243,5109616575,4545703367
10244,1298911370,8627377421
10245,1298911370,8627377421
10246,5030419617,5129129564
10260,5041755775,1833057970
10781,21991728,21991220
10625,20963101,1298911528
10627,20963101,20963055
10632,21067926,21525291
10635,20963045,20963048
10636,20963048,20963052
10631,20963055,21525291
10628,20963101,20963055
10626,20963101,20963091
10629,20952925,20963055
10630,20963055,21067928
10633,21067925,21067926
10634,21525299,21067926
10729,20960717,21991219
10242,5041755774,5041755775
10400,1145664717,313146684
6214,307532194,346845641
6215,346845527,306631028
6216,1145702381,346845599
6217,316045186,316045187
3808,2988198501,1585962340
3809,5598373440,6985731277
6984,31407408,2823574012
6986,269695823,353004237
6985,353004247,269695824
6990,268425201,1859530967
6989,1859530984,317745016
6988,560453845,269695822
6987,269694425,560454071
6483,1251048482,342079142
6484,1251048429,306043278
6485,1251048976,306044435
6486,306101239,355532686
6487,306043818,317596452
6488,316782685,316782662
6489,306101165,306101111
6490,2314755091,2314755080
10780,306101239,355532686
10779,316782685,316782662
9982,307701108,306043560
9983,306043560,307678159
10163,307678159,355531732
10164,306043560,307700859
10162,306043560,307701108
10778,306043560,307701108
10777,306043560,307678159
10776,307678159,355531732
10775,307701108,306043560
6491,24969180,25179954
6492,2065668342,24969288
6493,2065668342,25179954
6494,24969255,25179954
3664,2208138765,31146526
3665,2208138773,3642316893
6508,29795722,255163720
3709,255163720,29795725
3710,255163653,29795729
3679,255163653,29795729
6509,30097696,29795727
6510,88976893,88976903
6511,31066766,31066736
6512,355678700,355678708
3666,31066765,31066766
6513,31066740,31066739
6514,31066739,31066897
6515,31066897,1325487966
6516,1325488018,31260243
6517,25375410,31260276
6518,31260276,25375441
6519,1595039911,25375440
3711,31066763,31107304
6520,211195852,211195861
3698,64938375,31066898
6521,31066898,307487300
6522,31066898,4921125116
6523,4921125115,4921125116
6524,31066984,31066983
6525,31066983,31066984
6526,31066981,4545482060
6527,31066765,31336086
6528,31066764,31066739
6529,31066764,31066739
6530,31066762,31066763
6531,31107305,31066764
6532,31335972,5046081952
6533,88053882,88053901
6534,88054896,5046339355
6535,29795744,29795741
6536,30097696,30097697
6503,30097697,30097698
10472,31107305,31066740
10561,30097691,30097696
10249,88976616,6661627493
10248,7825741827,6661719984
10247,88976758,6661537571
10479,31066762,31066763
10476,31066740,31066739
10475,31066983,31066765
10477,31067014,211223655
10473,31107304,31107303
10474,31107301,3682123514
10478,31107294,31107200
10538,30097696,30097697
10539,29795727,30097696
10541,31146526,2208138765
10543,88976841,88976756
10544,251564324,88976763
10542,88976801,88976890
10546,31335522,88976899
10545,88976893,88976903
10547,88976867,88976904
10548,3642316893,2208138773
10549,2208138763,2208138773
10551,29795727,30097696
6537,31335520,88976841
6538,88976841,88976890
6539,88976893,88976899
6540,88054371,30097696
6548,2536930688,31035338
6549,31035337,31035755
6550,31035337,31035755
6551,31035749,31035337
6552,32320590,6390906027
6553,31035336,31035335
3681,31035998,2536930740
6554,31035998,1769029745
6555,31035711,31035747
3806,353474790,31035748
6556,31035755,31035748
6557,31035755,31035760
6558,31035337,31035749
9957,5282293058,2536930693
9958,5282293058,2536930693
9956,31503223,31035766
6601,24977027,1163944955
6602,298402740,283587352
6603,283577949,221305770
6604,2686618658,2686618695
6605,255281459,255628448
6606,283587331,221333230
3432,299317325,299317329
6607,277967958,277968725
3519,283576938,2584384757
3520,298967669,283576794
6608,283603731,283604433
6609,1096421536,283592835
10094,259615488,3882630912
6611,255484506,299507646
6612,299507647,255628392
3457,375506955,25922709
6613,262570426,262570432
6614,255964218,24977027
6615,24977050,254531918
6616,3556619145,255628155
6617,255266050,3631837653
3458,3882630912,259615488
3459,259615489,3558051322
6618,6638493062,3631837718
3796,255628102,25922709
6619,255964218,255628189
6620,1340025711,1388317543
6621,1388317543,299373766
6622,1388317543,299373766
6623,262567296,2584426062
6624,262567296,2584426062
6625,300022728,221296238
10460,475249070,300022779
10462,262567343,221336348
10461,4929512150,262567312
9875,255264620,313186178
10456,283598324,221304684
10457,353392135,221305765
10459,262567314,262617929
10458,262304515,272110776
6592,308868558,310344437
6921,255627455,255627790
3699,24975868,611362617
6920,256582947,310454641
6593,611362638,611362617
6610,300022760,475249070
6826,255264674,1628059706
10774,298402740,283587352
10769,255264620,313186178
10773,277967958,277968725
10772,283576938,2584384757
10771,255484506,299507646
10770,299507647,255628392
6626,3122982843,1834969883
6627,298967550,298967669
6628,7780516723,283605404
6629,283601180,283606036
6630,283577229,299507013
9866,262304515,272110776
9867,283595481,221287204
9868,299507013,299507010
9869,272110775,299507022
9871,283577865,299316289
9870,272110772,299849333
9872,299316292,299397384
9873,262567344,262567337
10411,255264620,313186178
9876,293609716,283587350
9877,283578807,221333305
9874,283578242,283578243
10764,255264620,313186178
5199,1369844471,308616315
10782,843207540,309890496
5201,308616315,308619531
10783,309890496,309890587
10785,309890495,308617517
5206,316772040,308617109
5207,316771579,309889852
5208,2670686879,309889852
10787,309890495,309890543
10784,309890495,309890496
10786,6408172700,309890495
5212,303157824,7474343904
5213,4340536572,1625053782
5214,7474343902,6363224061
5215,4340536575,4340536572
5228,303157824,7474343904
5230,1337399916,316772298
5644,316775076,31030753
10156,309889723,31030755
5200,308616317,308616315
5229,308616315,308621031
5222,3110193162,1174618352
5216,3110193162,1174618352
5224,3110193162,1174618352
5227,3110193162,1174618352
5223,3110193162,1174618352
5221,3110193162,1174618352
5202,308616986,330239682
5205,316772040,308617109
5209,309889842,316772054
3772,387664537,309889842
5210,387665220,309889842
5211,309890496,309890495
5231,31030538,31030517
3482,382204204,382204208
5232,31030739,3223686246
5233,387666047,31030488
5234,29434754,6363067885
9837,31030510,308621679
9834,1542297338,387666047
10157,308621679,31407066
10158,1542244575,308621275
5862,387675892,1542244575
5861,31030503,31030484
10159,2670686891,1542329253
10160,308621496,31030483
5845,6091977235,2670686899
10161,31030430,308621496
5843,31030262,31030267
5851,1278336613,31030391
5235,2498280975,3223686210
9836,387666047,3743455206
9835,1542329249,308621679
6505,1224507556,31031321
6506,31030541,1224507556
6507,31031297,1224507556
5866,308621496,308621495
5357,60338316,2624008497
5358,1447213739,819464008
5359,819464064,2611795864
5360,1447213739,819551624
5361,819450300,819464032
5362,60338132,60338078
5363,60338076,819551591
5364,60338074,60338315
5365,60338072,1826989328
5366,819551683,819551667
5367,819464011,819551667
5370,362856188,312617293
9864,819551678,60338132
5373,822567893,819669138
5374,824125729,2904664955
5375,819669077,822567858
5376,819669130,2904665134
5377,822567846,872886474
5378,819069920,819070071
5379,819669105,1647104289
5380,204241394,872886480
5381,316751502,981486609
5382,316751525,819669090
5383,819551591,3915084179
5384,2069777035,316751476
10788,819669142,819669135
10790,819669105,819669142
10789,819669142,822567907
10791,819669130,819669142
5368,1359269422,1447213732
5369,876371580,1447213732
10762,819669130,2904665134
10761,316751502,981486609
3840,25902199,4349802673
3841,25902327,25902199
3842,25903324,25903334
3843,3428425005,25903333
3844,5006946998,1223809804
3845,25903309,25903298
3846,22022361,25906103
3847,2688334675,141919137
3848,25906137,25906117
3850,25906139,370503465
7029,365886564,25903307
10034,2959128481,25901922
3851,25903289,1760085663
10036,27506521,25901923
3562,554167206,25903282
3854,1855027673,25906112
3852,25901951,25903290
7026,365886564,25903307
7011,7549719169,25901951
7030,365886564,25903307
7032,345537803,25901950
3872,30905063,30922235
3891,30922076,31010811
3892,30922075,29421261
3893,29421262,29563984
3894,29563536,29421262
5072,29565298,30904503
5073,248915084,30922183
5074,2538832014,30904447
3895,30906359,258068332
3896,316627537,249089349
3897,29421261,29563301
3898,29563301,29421261
3899,30903048,150987814
3900,29564848,29564838
3901,29564145,29566510
3902,1838643936,3271375224
3903,29564842,29565243
3904,29564135,29565243
3905,29565843,29564842
3906,29739763,30905063
3433,29565275,30905063
3907,29564842,29564841
3908,29564839,340172029
7036,29565275,30905063
9841,344863115,344863140
9843,150878542,150878502
9842,150878500,150878485
3909,98989156,98989157
3910,98989160,3611166046
3911,8461067601,8461067579
3460,102186290,119815327
3461,102186292,102186291
3912,102186286,102186288
3913,8512253827,8512253840
3914,98989165,3611166046
3915,98989165,8461067604
3916,98989157,8512253847
3917,8512253847,98989165
3918,119815327,102186290
3919,102183772,102183773
3920,102186290,119815323
3921,253116008,25925900
3922,810259296,143772913
3923,1505106183,1505106194
3924,8461067612,143671824
3925,102201083,102201209
3926,98989157,98989156
3927,102204042,102204043
3928,2679640422,2679640425
3604,102202734,102202912
3605,119827548,119815329
10078,102188262,102188256
10076,102186298,102186297
10079,3632136760,8461046042
3606,4539460337,119837172
3930,102195402,102197892
